"V1","V2"
2780,7.77
2780,10.7
2780,10.2
2780,10.9
2780,14.3
2780,15.1
2790,14.6
2790,12.5
2790,10.5
2790,10
2790,8.59
2790,6.5
2790,5.56
2800,7.78
2800,11.2
2800,10.7
2800,9.8
2800,5.58
2800,6.06
2800,8.25
2810,8.83
2810,6.57
2810,9.81
2810,8.16
2810,7.15
2810,8.95
2810,8.3
2810,8.1
2820,7.05
2820,7.6
2820,5.06
2820,5.67
2820,3.47
2820,1.38
2820,3.55
2830,1.86
2830,4.62
2830,3.59
2830,1.51
2830,-0.777
2830,0.893
2830,1.86
2830,3.83
2840,5.81
2840,3.68
2840,0.258
2840,-3.46
2840,-1.63
2840,-3.4
2840,-1.66
2850,-3.32
2850,-2.93
2850,-0.236
2850,2.26
2850,3.56
2850,5.65
2850,8
2860,6.11
2860,4.74
2860,12.2
2860,14.3
2860,13.8
2860,14.8
2860,17.6
2860,21.8
2870,28
2870,33.9
2870,44.3
2870,46.3
2870,47.1
2870,52.6
2870,57.6
2880,63.4
2880,68.7
2880,77.5
2880,82.9
2880,86.1
2880,85.4
2880,85.5
2880,85.6
2890,88.3
2890,100
2890,122
2890,143
2890,164
2890,177
2890,192
2900,215
2900,244
2900,283
2900,323
2900,352
2900,372
2900,387
2900,412
2910,425
2910,434
2910,441
2910,414
2910,381
2910,336
2910,295
2920,251
2920,210
2920,175
2920,152
2920,132
2920,105
2920,95
2920,87.7
2930,82.2
2930,70.8
2930,58.5
2930,58.1
2930,57.5
2930,58.9
2930,55.8
2940,49.9
2940,44
2940,37.5
2940,39.2
2940,41.6
2940,44.1
2940,46.2
2940,45
2950,47.2
2950,50.5
2950,47.8
2950,50.2
2950,55.3
2950,62.8
2950,71.2
2960,83.3
2960,103
2960,122
2960,137
2960,158
2960,181
2960,191
2960,210
2970,210
2970,215
2970,207
2970,193
2970,173
2970,154
2970,138
2980,127
2980,115
2980,98.6
2980,81.1
2980,66.7
2980,57
2980,53.4
2980,49.6
2990,43.9
2990,35.5
2990,30.6
2990,27.9
2990,26.5
2990,28.2
2990,26.4
3000,19.6
3000,18.2
3000,18.3
3000,12.4
3000,12.6
3000,11.4
3000,9.83
3000,5.82
3010,4.4
3010,4.44
3010,5.73
3010,8.36
3010,8.15
3010,6.49
3010,3.57
3010,4.16
3020,-1
3020,-1.92
3020,-1.08
3020,0.956
3020,0.592
3020,-1.1
3020,-1.72
3030,0.315
3030,2.12
3030,2.66
3030,4.23
3030,1.06
3030,0.519
3030,-3.21
3030,-1.89
3040,-2.58
3040,-1.77
3040,-0.0962
3040,2.87
3040,5.57
3040,3.3
3040,1.13
3040,-2.18
3050,-3.4
3050,-3.14
3050,-2.84
3050,-1.15
3050,0.7
3050,2.2
3050,1.17
3060,-1.89
3060,-1.06
3060,0.292
3060,-0.0746
3060,-0.134
3060,-0.761
3060,-1.05
3060,2.18
3070,-1.81
3070,2.46
3070,1.49
3070,1.05
3070,-1.93
3070,-0.0579
3070,-0.55
3070,0.123
3080,-1.75
3080,1.32
3080,-1.1
3080,0.821
3080,-0.911
3080,-2.44
3080,-1.47
3090,-1.46
3090,-1.26
3090,0.252
3090,0.73
3090,2.84
3090,1.09
3090,-0.046
3090,1.84
3100,2.08
3100,0.0894
3100,-0.594
3100,1.73
3100,-0.189
3100,2.2
3100,2.44
3100,3.44
3110,1.69
3110,1.8
3110,2.21
3110,2.78
3110,1.09
3110,1.76
3110,4.79
3110,2.47
3120,0.645
3120,0.327
3120,1.96
3120,3.2
3120,1.99
3120,1.83
3120,0.971
3120,-0.384
3130,-1.29
3130,-1.74
3130,-0.0379
3130,1.71
