"V1","V2"
2680,-1.23
2680,-11.6
2680,0.0601
2680,0.3
2690,7.24
2690,-2.12
2690,3.13
2690,1.77
2690,11.1
2690,-7.23
2690,7.32
2690,-6.33
2700,3.63
2700,8.89
2700,-9.76
2700,-0.194
2700,-3.13
2700,-1.26
2700,-5.2
2700,6.17
2710,8.55
2710,11.8
2710,3.6
2710,7.98
2710,1.87
2710,-4.55
2710,-0.157
2710,-2.86
2720,3.53
2720,8.53
2720,0.238
2720,-2.15
2720,2.82
2720,-0.295
2720,-8.51
2720,2.88
2730,-0.133
2730,0.26
2730,5.76
2730,0.157
2730,15.3
2730,4.27
2730,5.98
2730,1.5
2740,-3.18
2740,4.24
2740,2.77
2740,-6.9
2740,4.14
2740,2.89
2740,1.84
2740,-5.39
2750,5.78
2750,3.06
2750,2.48
2750,-4.2
2750,-4.39
2750,5.34
2750,0.364
2750,-6
2760,-0.462
2760,3.58
2760,-0.111
2760,1.1
2760,4.71
2760,-1.57
2760,-0.65
2760,1.77
2760,-2.31
2770,2.12
2770,0.856
2770,5.4
2770,3.14
2770,-4.7
2770,-0.539
2770,5.11
2770,-3.36
2780,-1.92
2780,-1.28
2780,-1.7
2780,-1.21
2780,5.18
2780,-0.0308
2780,-0.447
2780,0.64
2790,4.33
2790,7.52
2790,-1.1
2790,-6.81
2790,8.78
2790,-4.33
2790,5.46
2790,7.06
2800,-2.34
2800,7.06
2800,-3.13
2800,0.682
2800,-0.5
2800,12.5
2800,2.65
2800,-3.22
2810,-2.48
2810,0.52
2810,-1.98
2810,-1.17
2810,0.934
2810,-0.854
2810,-4.5
2810,0.451
2820,9.7
2820,360
2820,365
2820,-3.44
2820,6.31
2820,5.27
2820,-3.58
2820,2.77
2820,9.62
2830,1.38
2830,0.586
2830,2.52
2830,-3.33
2830,-5.13
2830,2.78
2830,0.988
2830,-4.1
2840,-5.09
2840,-3.68
2840,3.73
2840,2.45
2840,9.06
2840,-0.828
2840,4.88
2840,5.6
2850,7.21
2850,-2.67
2850,8.24
2850,-0.636
2850,3.28
2850,-3.79
2850,1.43
2850,-3.15
2850,12.9
2860,-5.29
2860,-3.66
2860,3.67
2860,7
2860,-1.67
2860,1.17
2860,4.5
2860,-5.46
2870,0.084
2870,-9.67
2870,0.371
2870,6.72
2870,10.4
2870,3.58
2870,-6.98
2870,2.75
2880,-0.00684
2880,-7.67
2880,5.78
2880,4.72
2880,-9.14
2880,2.41
2880,-0.0381
2880,-0.287
2880,4.27
2890,1.02
2890,6.38
2890,12.8
2890,10.9
2890,3.16
2890,-1.87
2890,-0.813
2890,5.75
2900,-17.5
2900,6.48
2900,1.65
2900,3.78
2900,2.02
2900,-1.35
2900,-2.01
2900,-6.47
2900,6.57
2910,6.92
2910,2.16
2910,-0.0889
2910,10.5
2910,5.51
2910,-0.335
2910,-4.08
2910,6.08
2920,-1.76
2920,1.39
2920,7.75
2920,-3.2
2920,7.89
2920,-10.8
2920,9.66
2920,-7.35
2930,-3.27
2930,-3.38
2930,-0.0781
2930,0.825
2930,1.73
2930,3.83
2930,-0.0552
2930,2.56
2930,7.97
2940,3.29
2940,6.21
2940,1.54
2940,16
2940,4.7
2940,0.127
2940,13.7
2940,5.8
2950,18.6
2950,4.38
2950,-4.68
2950,-0.734
2950,-3.29
2950,5.06
2950,1.01
2950,7.16
2950,-1.08
2960,-4.93
2960,4.23
2960,6.69
2960,9.85
2960,2.72
2960,3.18
2960,11.3
2960,-0.785
2960,1.18
2970,-3.24
2970,-1.67
2970,5.5
2970,3.18
2970,-7.85
2970,-8.29
2970,2.97
2970,5.93
2980,-1
2980,3.66
2980,-1.97
2980,5.51
2980,3.29
2980,-1.92
2980,-3.63
2980,0.368
2980,6.97
2990,18.7
2990,5.78
2990,-3.71
2990,5.6
2990,3.52
2990,7.44
2990,4.86
2990,-0.527
3000,3.99
3000,2.31
3000,3.34
3000,7.96
3000,-5.31
3000,3.63
3000,13.6
3000,6
3000,0.736
3010,-0.423
3010,6.32
3010,-2.54
3010,-1.29
3010,9.46
3010,2.51
3010,0.663
3010,-0.283
3010,3.37
3020,9.73
3020,3.19
3020,0.252
3020,5.12
3020,-2.12
3020,-0.954
3020,-12.3
3020,2.48
3030,3.45
3030,-4.57
3030,-1.4
3030,8.72
3030,6.24
3030,0.666
3030,3.29
3030,-4.98
3030,0.454
3040,3.09
3040,-1.58
3040,1.56
3040,13.1
3040,10
3040,1.19
3040,0.338
3040,3.69
3040,2.04
3050,5.49
3050,7.15
3050,2
3050,5.76
3050,8.62
3050,4.58
3050,6.84
3050,5.41
3050,1.87
3060,8.74
3060,7.71
3060,11.1
3060,3.05
3060,8.53
3060,2.5
3060,9.68
3060,3.66
3070,8.04
3070,-1.28
3070,9.8
3070,4.39
3070,11.5
3070,14.7
3070,7.65
3070,1.54
3070,10
3080,5.52
3080,11
3080,8.11
3080,5.01
3080,7.6
3080,5.2
3080,-3.9
3080,7.11
3080,8.51
3090,-0.586
3090,3.32
3090,9.63
3090,12.8
3090,15.8
3090,-0.041
3090,13.5
3090,8.19
3090,9.8
3100,11
3100,12.4
3100,7.36
3100,8.38
3100,19.6
3100,16.4
3100,-1.15
3100,18.8
3100,12.4
3110,11.1
3110,14.9
3110,5.11
3110,7.24
3110,13.8
3110,16.5
3110,9.36
3110,-0.3
3110,8.14
3120,1.39
3120,-2.27
3120,-0.721
3120,-16.6
