"V1","V2"
2110,0.0444
2110,-0.00854
2110,-0.027
2110,0.17
2110,0.271
2110,0.152
2120,0.137
2120,0.178
2120,0.0663
2120,0.0795
2120,0.336
2120,0.475
2120,0.36
2130,0.196
2130,0.143
2130,0.204
2130,0.305
2130,0.394
2130,0.421
2140,0.447
2140,0.561
2140,0.679
2140,0.671
2140,0.473
2140,0.147
2140,-0.0512
2150,-0.0022
2150,0.0407
2150,0.0118
2150,0.124
2150,0.245
2150,0.273
2160,0.378
2160,0.413
2160,0.322
2160,0.381
2160,0.438
2160,0.235
2160,-0.0244
2170,-0.0865
2170,0.0579
2170,0.255
2170,0.309
2170,0.104
2170,-0.229
2180,-0.421
2180,-0.304
2180,0.0289
2180,0.162
2180,0.00433
2180,0.0282
2180,0.361
2190,0.639
2190,0.578
2190,0.302
2190,0.189
2190,0.301
2190,0.35
2190,0.234
2200,0.181
2200,0.324
2200,0.452
2200,0.352
2200,0.152
2200,0.164
2210,0.389
2210,0.52
2210,0.496
2210,0.421
2210,0.337
2210,0.35
2210,0.419
2220,0.376
2220,0.274
2220,0.299
2220,0.51
2220,0.651
2220,0.502
2220,0.366
2230,0.461
2230,0.462
2230,0.269
2230,0.168
2230,0.194
2230,0.215
2240,0.26
2240,0.387
2240,0.504
2240,0.425
2240,0.13
2240,-0.055
2240,0.0723
2250,0.228
2250,0.218
2250,0.223
2250,0.239
2250,0.0881
2250,-0.0558
2250,0.113
2260,0.403
2260,0.363
2260,0.0818
2260,-0.0116
2260,0.173
2260,0.414
2270,0.437
2270,0.3
2270,0.47
2270,0.921
2270,1.01
2270,0.605
2270,0.254
2280,0.29
2280,0.532
2280,0.606
2280,0.459
2280,0.405
2280,0.52
2280,0.404
2290,0.0295
2290,-0.108
2290,-0.0633
2290,-0.122
2290,-0.0518
2290,0.178
2290,0.314
2300,0.32
2300,0.257
2300,0.248
2300,0.298
2300,0.193
2300,-0.0389
2310,-0.142
2310,-0.0975
2310,0.00159
2310,0.0949
2310,0.0353
2310,-0.12
2310,-0.162
2320,-0.161
2320,-0.175
2320,0.0206
2320,0.35
2320,0.483
2320,0.414
2320,0.312
2330,0.283
2330,0.388
2330,0.553
2330,0.543
2330,0.367
2330,0.261
2330,0.151
2340,-0.0559
2340,-0.166
2340,-0.0848
2340,0.0619
2340,0.0898
2340,-0.0133
2350,0.0618
2350,0.465
2350,0.797
2350,0.744
2350,0.51
2350,0.311
2350,0.19
2360,0.169
2360,0.173
2360,0.159
2360,0.22
2360,0.362
2360,0.454
2360,0.472
2370,0.468
2370,0.389
2370,0.248
2370,0.138
2370,0.0471
2370,-0.0434
2370,-0.0962
2380,-0.0737
2380,0.0366
2380,0.2
2380,0.327
2380,0.241
2380,-0.0846
2380,-0.313
2390,-0.216
2390,0.00342
2390,0.145
2390,0.154
2390,0.0411
2390,-0.0316
2400,-0.00409
2400,-0.0172
2400,-0.0369
2400,0.0436
2400,0.134
2400,0.103
2400,-0.0329
2410,-0.135
2410,-0.108
2410,-0.0288
2410,0.0477
2410,0.162
2410,0.301
2410,0.331
2420,0.182
2420,-0.0287
2420,-0.199
2420,-0.244
2420,-0.13
2420,0.0349
2420,0.115
2430,-0.0172
2430,-0.181
2430,0.0156
2430,0.412
2430,0.536
2430,0.28
2430,-0.127
2440,-0.337
2440,-0.202
2440,0.104
2440,0.301
2440,0.238
2440,0.0794
2440,-0.0327
2450,-0.148
2450,-0.116
2450,0.129
2450,0.295
2450,0.24
2450,0.151
2450,0.218
2460,0.31
2460,0.221
2460,0.0577
2460,0.0036
2460,0.118
2460,0.287
2460,0.268
2470,0.0736
2470,-0.0576
2470,-0.00415
2470,0.212
2470,0.463
2470,0.489
2470,0.147
2480,-0.273
2480,-0.368
2480,-0.124
2480,0.16
2480,0.214
2480,0.0593
2480,-0.0417
2490,0.03
2490,0.156
2490,0.218
